carat,cut,color,clarity,depth,table,x,y,z,Expensive
0.36,Very Good,G,SI1,61.2,63.0,4.56,4.59,2.8,0
0.73,Very Good,H,VS1,60.8,57.0,5.8,5.83,3.54,0
0.48,Very Good,F,VS2,61.1,58.0,5.05,5.11,3.11,0
0.71,Good,E,SI1,63.1,59.0,5.62,5.75,3.59,0
0.71,Very Good,I,SI2,61.9,54.0,5.67,5.74,3.53,0
0.38,Good,E,SI1,62.8,61.0,4.6,4.67,2.91,0
1.74,Very Good,G,VS2,62.9,57.0,7.64,7.68,4.82,1
0.61,Premium,H,VS1,59.6,61.0,5.53,5.44,3.27,0
1.06,Very Good,D,VS2,62.8,55.0,6.53,6.56,4.11,1
1.5,Fair,H,SI1,65.0,57.0,7.1,7.06,4.6,1
1.51,Premium,H,SI2,60.7,59.0,7.42,7.37,4.49,1
0.7,Good,E,VS2,64.2,60.0,5.58,5.64,3.6,0
0.96,Ideal,G,SI1,62.6,57.0,6.28,6.24,3.92,1
0.3,Ideal,F,VS2,61.8,57.0,4.31,4.33,2.67,0
1.1,Premium,F,SI1,59.5,59.0,6.77,6.7,4.01,1
0.51,Very Good,E,VVS2,61.8,56.0,5.13,5.16,3.18,0
0.4,Ideal,E,VS1,62.5,55.0,4.67,4.71,2.93,0
0.7,Ideal,E,VS1,62.1,53.0,5.82,5.8,3.61,1
0.75,Ideal,E,SI1,61.5,56.0,5.88,5.84,3.6,0
0.7,Ideal,H,VS1,61.0,56.0,5.75,5.79,3.51,1
1.01,Very Good,G,VS1,60.7,63.0,6.4,6.38,3.88,1
2.14,Premium,I,SI1,59.5,59.0,8.42,8.36,4.99,1
1.08,Ideal,E,VVS2,62.5,57.0,6.52,6.57,4.09,1
0.58,Fair,F,I1,65.8,56.0,5.23,5.12,3.41,0
1.0,Very Good,G,VVS1,62.3,56.0,6.29,6.4,3.95,1
1.0,Good,I,VS1,63.7,56.0,6.34,6.32,4.03,1
0.56,Premium,E,VS2,61.0,62.0,5.36,5.28,3.24,0
1.51,Ideal,D,SI1,62.0,56.0,7.35,7.39,4.57,1
1.21,Premium,H,VS2,59.3,60.0,6.93,6.99,4.13,1
0.31,Ideal,E,VS1,60.2,56.0,4.44,4.39,2.66,0
1.01,Good,H,SI1,64.6,56.0,6.17,6.21,4.0,1
1.25,Very Good,F,IF,60.3,58.0,6.96,7.03,4.22,1
0.7,Ideal,D,SI1,61.4,54.0,5.71,5.75,3.52,0
0.3,Ideal,F,IF,62.1,57.0,4.29,4.31,2.67,0
2.36,Premium,H,SI2,59.4,58.0,8.69,8.75,5.18,1
0.3,Ideal,G,VVS2,62.3,57.0,4.29,4.32,2.68,0
1.5,Premium,H,VS1,61.1,58.0,7.46,7.37,4.53,1
1.02,Good,H,SI2,58.6,64.0,6.32,6.26,3.68,1
0.37,Ideal,D,VVS2,61.6,54.0,4.61,4.64,2.85,0
0.31,Ideal,D,VS2,61.8,55.0,4.33,4.36,2.69,0
0.36,Ideal,E,VS1,61.8,55.0,4.58,4.61,2.84,0
0.3,Ideal,G,VVS2,62.2,55.0,4.29,4.33,2.68,0
1.14,Premium,D,SI1,58.9,59.0,6.84,6.78,4.01,1
1.5,Fair,E,SI2,69.6,62.0,6.88,6.79,4.76,1
0.31,Very Good,H,VS2,61.9,58.0,4.37,4.39,2.71,0
0.52,Premium,F,VS2,61.8,59.0,5.15,5.11,3.17,0
1.14,Very Good,D,IF,59.1,58.0,6.83,6.9,4.06,1
0.41,Ideal,E,VVS2,60.5,57.0,4.83,4.86,2.93,0
1.01,Ideal,H,VS1,61.5,56.0,6.48,6.43,3.97,1
0.7,Very Good,I,VVS2,58.6,60.0,5.79,5.91,3.43,0
0.9,Good,F,SI1,63.9,59.0,6.06,6.09,3.88,1
1.13,Premium,F,I1,62.3,56.0,6.69,6.61,4.14,1
0.41,Premium,E,VVS1,62.2,58.0,4.77,4.75,2.96,0
1.07,Ideal,G,VS2,62.2,57.0,6.53,6.55,4.07,1
1.64,Very Good,I,SI1,62.3,58.0,7.53,7.63,4.72,1
1.14,Very Good,F,VS2,59.0,60.0,6.84,6.81,4.03,1
0.35,Premium,I,VS1,61.1,60.0,4.58,4.52,2.78,0
1.06,Ideal,G,VS2,62.8,55.0,6.49,6.51,4.08,1
1.02,Premium,F,SI2,58.0,60.0,6.7,6.64,3.87,1
1.05,Very Good,H,VS2,61.8,59.0,6.68,6.71,3.95,1
0.4,Premium,F,VVS2,62.2,59.0,4.7,4.65,2.91,0
0.76,Premium,F,IF,60.6,60.0,5.85,5.89,3.56,1
0.3,Ideal,H,VVS1,61.3,57.0,4.32,4.36,2.66,0
1.44,Premium,I,I1,62.7,55.0,7.21,7.18,4.51,1
0.55,Ideal,G,SI1,61.3,56.0,5.26,5.31,3.24,0
0.33,Ideal,G,SI1,61.3,56.0,4.46,4.51,2.75,0
0.5,Ideal,G,VVS2,62.7,55.0,5.07,5.1,3.19,0
0.62,Ideal,I,VVS2,62.6,57.0,5.47,5.5,3.44,0
0.39,Premium,J,VS1,61.6,59.0,4.71,4.67,2.89,0
2.21,Very Good,J,SI2,60.6,62.0,8.37,8.45,5.1,1
0.31,Ideal,E,VVS2,59.7,61.0,4.4,4.41,2.63,0
1.5,Good,G,SI2,64.3,57.0,7.2,7.29,4.66,1
1.03,Premium,H,I1,61.1,60.0,6.46,6.51,3.96,1
2.06,Very Good,F,SI2,61.5,56.0,8.15,8.18,5.02,1
0.33,Premium,E,VS1,61.5,59.0,4.42,4.46,2.73,0
1.33,Good,D,VS2,63.6,58.0,7.02,6.91,4.43,1
0.26,Good,E,VVS1,57.9,60.0,4.22,4.25,2.45,0
1.25,Premium,I,SI1,62.4,58.0,6.89,6.85,4.29,1
2.19,Premium,E,SI2,62.4,61.0,8.31,8.23,5.16,1
0.31,Ideal,F,IF,61.4,56.0,4.38,4.41,2.7,0
0.71,Ideal,I,VVS2,62.0,54.0,5.72,5.76,3.56,0
1.38,Good,J,SI2,63.7,58.0,7.06,7.01,4.48,1
0.43,Very Good,E,VVS2,59.3,59.0,4.95,4.97,2.94,0
0.51,Ideal,D,VS2,60.9,56.0,5.16,5.19,3.15,0
0.77,Ideal,E,SI2,61.0,57.0,5.95,5.92,3.62,0
1.1,Ideal,G,VS1,61.9,55.0,6.59,6.63,4.09,1
0.71,Premium,F,VVS1,60.9,58.0,5.76,5.8,3.52,1
2.02,Very Good,H,SI2,62.7,59.0,8.04,7.98,5.02,1
0.92,Very Good,F,VS1,61.0,60.0,6.25,6.27,3.82,1
1.01,Fair,J,SI2,66.9,58.0,6.13,6.07,4.08,0
0.28,Very Good,E,VVS1,62.1,57.0,4.17,4.21,2.6,0
0.33,Ideal,G,VVS2,62.3,56.0,4.43,4.47,2.77,0
0.52,Ideal,D,VVS1,62.0,57.0,5.17,5.15,3.2,1
1.01,Ideal,G,VVS2,60.9,54.0,6.5,6.53,3.97,1
1.14,Very Good,H,SI1,62.9,59.0,6.62,6.64,4.17,1
1.31,Very Good,J,SI2,61.8,59.0,6.96,7.02,4.32,1
0.52,Ideal,D,VS2,62.3,54.0,5.19,5.14,3.22,0
1.0,Ideal,I,SI1,62.7,56.0,6.33,6.37,3.98,1
0.31,Ideal,G,VVS1,62.1,53.0,4.36,4.4,2.72,0
0.41,Premium,E,VVS1,60.7,58.0,4.8,4.86,2.93,0
1.0,Fair,G,SI1,65.8,55.0,6.22,6.19,4.08,1
1.07,Premium,F,VS1,62.4,58.0,6.52,6.49,4.06,1
0.54,Ideal,G,VVS2,60.6,56.0,5.27,5.26,3.19,0
1.18,Ideal,I,VVS2,62.7,55.0,6.7,6.79,4.23,1
0.25,Premium,E,VVS1,62.9,58.0,4.03,4.01,2.53,0
0.94,Fair,H,SI1,68.4,53.0,6.05,5.97,4.11,1
0.31,Ideal,G,VVS2,62.1,54.0,4.37,4.39,2.72,0
2.14,Premium,J,SI2,61.5,59.0,8.25,8.3,5.11,1
0.44,Good,E,SI1,63.4,57.0,4.81,4.85,3.06,0
0.32,Very Good,I,VVS1,60.1,61.0,4.4,4.45,2.66,0
0.8,Ideal,E,VS1,61.8,56.0,5.92,5.96,3.67,1
1.13,Ideal,H,SI2,60.4,56.0,6.78,6.7,4.07,1
0.24,Very Good,D,VVS2,59.5,62.0,4.04,4.06,2.41,0
0.57,Ideal,F,VVS2,61.7,56.0,5.31,5.35,3.29,0
1.02,Fair,H,SI2,59.6,57.0,6.65,6.5,3.92,1
1.1,Ideal,G,VS2,60.2,56.0,6.7,6.74,4.05,1
1.42,Premium,F,SI2,59.7,57.0,7.33,7.3,4.37,1
1.03,Premium,H,SI1,61.1,59.0,6.56,6.5,3.99,1
0.91,Very Good,F,SI2,61.4,60.0,6.13,6.16,3.77,1
2.0,Premium,F,SI1,58.8,61.0,8.29,8.23,4.86,1
0.31,Ideal,H,VS2,61.5,54.0,4.35,4.4,2.69,0
0.91,Ideal,I,VS2,62.2,59.0,6.13,6.18,3.83,1
0.72,Ideal,J,VVS1,62.5,56.0,5.71,5.74,3.58,0
1.13,Ideal,H,VS2,62.0,55.0,6.68,6.65,4.13,1
0.31,Premium,H,VVS2,61.4,58.0,4.37,4.32,2.67,0
1.01,Good,E,SI2,63.9,58.0,6.31,6.37,4.05,1
2.18,Ideal,F,SI2,62.6,55.0,8.27,8.22,5.16,1
2.0,Ideal,F,SI2,62.6,57.0,8.08,8.01,5.04,1
0.74,Premium,E,VS2,62.7,58.0,5.77,5.72,3.6,1
0.31,Good,H,VS1,64.0,59.0,4.28,4.25,2.73,0
0.9,Ideal,G,SI1,60.2,56.0,6.24,6.29,3.77,1
1.5,Ideal,G,VS1,61.8,56.0,7.38,7.31,4.54,1
0.36,Ideal,E,VS2,62.8,55.0,4.56,4.49,2.84,0
1.09,Ideal,E,VS2,60.7,57.0,6.66,6.68,4.05,1
1.5,Premium,I,VS2,62.5,59.0,7.3,7.26,4.55,1
0.33,Very Good,F,VVS1,61.1,58.0,4.42,4.46,2.71,0
0.33,Premium,I,VS1,61.1,59.0,4.44,4.47,2.72,0
1.01,Premium,D,SI1,62.6,58.0,6.33,6.44,4.0,1
1.01,Premium,F,SI1,60.3,58.0,6.53,6.61,3.96,1
0.24,Good,F,VVS2,64.0,61.0,3.91,3.93,2.51,0
1.08,Good,D,SI1,63.8,59.0,6.39,6.47,4.1,1
1.09,Premium,H,SI1,61.6,57.0,6.63,6.59,4.07,1
0.31,Ideal,D,VS2,61.2,55.0,4.37,4.42,2.69,0
1.54,Premium,G,SI2,59.4,60.0,7.52,7.49,4.46,1
1.11,Very Good,H,SI1,62.0,55.0,6.61,6.68,4.12,1
0.4,Premium,G,VVS2,61.7,59.0,4.76,4.73,2.93,0
0.8,Ideal,E,VVS2,61.4,57.0,5.98,5.94,3.66,1
0.55,Ideal,E,VS1,61.5,57.0,5.27,5.23,3.23,0
0.5,Premium,F,VS1,62.3,55.0,5.09,5.06,3.16,0
0.34,Premium,F,VS2,58.1,61.0,4.6,4.55,2.66,0
0.72,Ideal,E,VS1,62.1,54.0,5.74,5.76,3.57,1
0.81,Very Good,H,SI2,62.1,56.0,5.95,5.99,3.71,0
1.51,Premium,H,VS2,62.3,59.0,7.32,7.28,4.55,1
0.71,Ideal,I,SI1,61.0,56.0,5.75,5.78,3.52,0
0.6,Ideal,D,SI1,61.1,57.0,5.39,5.51,3.33,0
1.18,Ideal,H,SI1,61.4,55.0,6.84,6.78,4.18,1
0.34,Good,F,SI2,63.3,54.0,4.46,4.48,2.83,0
1.23,Very Good,G,SI2,60.8,59.0,6.88,6.97,4.21,1
1.06,Very Good,G,VS1,63.1,57.0,6.42,6.49,4.07,1
0.72,Very Good,D,SI2,61.3,59.0,5.74,5.78,3.53,0
1.11,Premium,E,SI2,61.6,61.0,6.66,6.61,4.09,1
1.51,Premium,H,SI1,60.7,59.0,7.43,7.39,4.5,1
1.51,Very Good,G,SI1,59.6,60.0,7.42,7.45,4.43,1
0.42,Very Good,H,SI1,62.0,59.0,4.76,4.79,2.96,0
0.32,Ideal,F,VS2,61.9,55.0,4.41,4.45,2.74,0
1.04,Ideal,G,VS1,61.5,56.0,6.53,6.57,4.03,1
0.42,Ideal,H,SI1,62.4,57.0,4.79,4.76,2.98,0
0.31,Premium,G,VVS1,60.7,58.0,4.4,4.37,2.66,0
1.04,Ideal,E,SI2,59.0,57.0,6.65,6.6,3.91,1
1.25,Premium,I,VS1,59.4,60.0,7.1,7.03,4.2,1
0.43,Premium,E,SI2,60.8,58.0,4.88,4.86,2.96,0
0.71,Ideal,F,VS1,62.1,56.0,5.69,5.75,3.55,1
0.72,Ideal,G,VS2,61.4,55.0,5.76,5.8,3.55,0
0.36,Premium,G,IF,61.0,59.0,4.55,4.6,2.79,0
0.56,Ideal,I,SI1,61.3,56.0,5.28,5.31,3.25,0
0.39,Ideal,E,VVS2,61.6,56.0,4.69,4.73,2.9,0
0.52,Premium,G,VS2,61.0,60.0,5.19,5.13,3.15,0
2.05,Ideal,F,SI2,62.2,57.0,8.19,8.12,5.07,1
1.26,Ideal,G,SI1,61.3,57.0,6.94,6.99,4.27,1
0.71,Very Good,I,SI2,60.4,59.0,5.76,5.79,3.49,0
0.9,Good,I,VVS1,62.4,61.0,6.05,6.09,3.79,1
0.39,Good,G,VS2,63.7,53.0,4.62,4.67,2.96,0
1.01,Premium,G,SI1,60.2,58.0,6.48,6.44,3.89,1
1.09,Premium,G,VS2,60.6,62.0,6.68,6.58,4.02,1
2.28,Ideal,E,SI2,62.0,55.0,8.49,8.45,5.25,1
0.32,Very Good,F,VVS2,63.0,56.0,4.37,4.39,2.76,0
0.57,Very Good,G,VS2,63.3,56.0,5.3,5.25,3.34,0
1.51,Good,I,SI1,63.9,59.0,7.18,7.26,4.61,1
1.01,Ideal,G,VS2,61.9,56.0,6.42,6.46,3.99,1
0.5,Ideal,F,SI1,60.2,63.0,5.12,5.15,3.09,0
0.72,Premium,G,VVS2,60.7,60.0,5.8,5.87,3.54,0
1.14,Ideal,H,SI1,61.5,55.0,6.72,6.75,4.14,1
1.51,Very Good,I,SI2,62.9,58.0,7.24,7.3,4.57,1
1.5,Premium,E,SI1,60.8,58.0,7.36,7.32,4.46,1
0.41,Premium,E,SI1,60.4,59.0,4.8,4.75,2.88,0
2.01,Premium,H,SI1,61.8,58.0,8.13,8.06,5.0,1
0.3,Premium,F,VVS2,61.6,58.0,4.28,4.35,2.66,0
1.03,Ideal,H,SI2,61.6,54.0,6.51,6.55,4.02,1
1.0,Premium,H,VS2,62.6,59.0,6.37,6.31,3.97,1
0.7,Good,F,SI2,58.1,61.0,5.76,5.8,3.36,0
0.9,Premium,H,VS2,61.8,58.0,6.12,6.17,3.8,1
0.23,Very Good,G,VVS2,62.9,55.0,3.88,3.92,2.45,0
2.02,Very Good,J,SI1,59.8,59.9,8.16,8.21,4.9,1
0.31,Ideal,D,VVS2,62.4,56.0,4.38,4.34,2.72,0
1.2,Premium,J,SI2,61.8,56.0,6.85,6.81,4.22,1
0.33,Very Good,H,IF,61.7,55.0,4.45,4.48,2.75,0
0.6,Very Good,D,SI1,60.0,56.0,5.46,5.51,3.29,0
0.53,Ideal,E,VS2,62.0,55.0,5.21,5.17,3.22,0
1.51,Ideal,H,SI1,62.7,56.0,7.32,7.38,4.61,1
0.36,Premium,F,VVS2,62.7,58.0,4.55,4.51,2.84,0
0.57,Ideal,H,VS2,61.7,55.0,5.37,5.34,3.3,0
0.91,Premium,H,VS2,59.6,60.0,6.29,6.25,3.74,1
2.0,Very Good,I,SI1,59.8,59.0,8.12,8.17,4.87,1
2.5,Fair,F,SI2,65.8,58.0,8.38,8.31,5.49,1
0.5,Ideal,D,VS2,62.5,54.0,5.09,5.05,3.17,0
0.4,Premium,G,VS1,60.7,58.0,4.78,4.81,2.91,0
0.32,Premium,G,VS2,62.8,58.0,4.35,4.31,2.72,0
1.01,Ideal,H,SI1,62.6,54.0,6.38,6.34,3.98,1
1.01,Ideal,J,SI2,61.9,55.0,6.5,6.43,4.01,1
0.3,Good,H,VVS1,63.1,54.0,4.28,4.34,2.72,0
0.72,Ideal,D,SI1,62.2,56.0,5.77,5.74,3.58,1
0.41,Premium,D,SI1,59.2,62.0,4.85,4.82,2.86,0
0.7,Very Good,F,VVS2,61.3,59.0,5.69,5.73,3.5,1
1.01,Premium,D,SI2,58.3,59.0,6.67,6.63,3.88,1
1.01,Very Good,J,SI2,63.3,53.0,6.35,6.31,4.01,1
1.01,Very Good,F,SI1,63.2,56.0,6.32,6.37,4.01,1
0.3,Very Good,H,SI1,60.9,59.0,4.29,4.31,2.62,0
0.72,Ideal,F,VS2,61.3,56.0,5.78,5.8,3.55,1
1.57,Ideal,G,SI1,61.8,55.0,7.43,7.49,4.61,1
0.53,Very Good,E,SI2,63.4,56.0,5.18,5.16,3.28,0
0.34,Ideal,G,VS2,61.3,55.0,4.49,4.51,2.76,0
0.52,Premium,D,VS2,61.8,58.0,5.15,5.2,3.2,0
0.3,Ideal,G,IF,61.8,57.0,4.3,4.33,2.65,0
0.34,Ideal,F,VS2,62.1,55.0,4.51,4.47,2.79,0
0.5,Good,F,VS2,63.3,60.0,4.99,5.03,3.17,0
0.7,Fair,E,SI2,70.6,56.0,5.45,5.35,3.81,0
0.7,Ideal,H,SI2,60.9,56.0,5.87,5.78,3.55,0
0.47,Ideal,E,VVS2,61.6,56.0,4.97,5.01,3.07,0
0.4,Premium,I,VVS1,62.7,59.0,4.67,4.71,2.94,0
0.9,Very Good,H,VS2,62.7,59.0,6.1,6.15,3.84,1
0.26,Very Good,F,VS1,61.9,57.0,4.11,4.14,2.55,0
0.71,Premium,G,SI2,62.4,59.0,5.67,5.61,3.52,0
0.91,Very Good,H,VS2,62.8,58.0,6.15,6.17,3.87,1
0.31,Ideal,F,VS2,62.3,55.0,4.33,4.37,2.71,0
0.51,Ideal,D,SI2,61.1,56.0,5.16,5.18,3.16,0
0.3,Premium,G,VVS1,62.4,59.0,4.31,4.25,2.67,0
0.7,Premium,G,VS2,61.8,60.0,5.66,5.63,3.49,0
0.31,Premium,F,VS2,61.2,58.0,4.35,4.37,2.67,0
0.94,Premium,D,SI1,60.7,60.0,6.32,6.27,3.82,1
0.31,Ideal,H,VVS2,62.5,55.0,4.37,4.34,2.72,0
1.01,Premium,G,SI2,61.8,58.0,6.39,6.36,3.94,1
0.73,Good,E,I1,56.9,60.0,5.98,5.93,3.39,0
0.31,Ideal,D,VS2,61.5,56.0,4.37,4.41,2.7,0
0.33,Ideal,H,SI1,63.0,56.0,4.42,4.41,2.78,0
0.3,Ideal,E,VS2,61.5,55.0,4.34,4.31,2.66,0
0.51,Fair,E,VS2,65.5,51.0,5.06,5.01,3.3,0
1.7,Premium,J,VS2,62.9,62.0,7.47,7.38,4.67,1
1.5,Premium,F,VS1,62.6,58.0,7.31,7.26,4.56,1
0.34,Good,E,VS2,57.8,64.0,4.6,4.61,2.66,0
1.15,Premium,G,VVS1,60.8,58.0,6.74,6.77,4.11,1
0.4,Good,E,SI1,63.3,56.0,4.68,4.74,2.98,0
0.7,Ideal,H,SI1,61.4,56.0,5.72,5.77,3.53,0
0.43,Ideal,F,VVS1,62.0,57.0,4.84,4.81,2.99,0
0.9,Ideal,D,SI1,61.2,55.0,6.25,6.21,3.81,1
0.54,Premium,J,VS2,62.6,58.0,5.16,5.22,3.25,0
0.76,Ideal,H,SI1,61.3,55.0,5.87,5.93,3.62,1
0.58,Ideal,E,VS2,61.9,56.0,5.38,5.35,3.32,0
0.9,Premium,F,VS2,61.9,55.0,6.25,6.23,3.86,1
0.38,Very Good,J,VS2,60.5,60.0,4.64,4.68,2.82,0
0.58,Good,E,VVS1,61.9,63.0,5.27,5.33,3.28,0
0.7,Good,E,VS1,59.8,62.0,5.74,5.8,3.45,0
0.53,Very Good,E,SI2,63.0,57.0,5.13,5.16,3.24,0
2.22,Ideal,G,SI2,60.9,57.0,8.47,8.42,5.14,1
1.8,Premium,D,SI1,61.2,58.0,7.88,7.7,4.79,1
1.11,Premium,G,SI2,61.5,58.0,6.6,6.67,4.08,1
1.01,Premium,H,VS2,62.3,62.0,6.39,6.35,3.97,1
0.58,Very Good,D,VS2,61.0,58.0,5.37,5.42,3.29,0
0.59,Ideal,D,SI1,61.0,57.0,5.43,5.46,3.32,0
1.2,Premium,I,VS2,62.6,61.0,6.76,6.68,4.21,1
0.34,Ideal,D,SI1,62.8,55.0,4.5,4.45,2.81,0
0.59,Ideal,E,VVS2,62.0,55.0,5.36,5.41,3.34,0
0.38,Premium,E,VS2,60.5,62.0,4.74,4.65,2.84,0
0.41,Ideal,G,VVS2,60.4,56.0,4.8,4.83,2.91,0
0.7,Premium,E,SI1,61.3,58.0,5.68,5.71,3.49,0
1.2,Premium,F,VVS2,62.8,60.0,6.79,6.74,4.25,1
0.5,Fair,F,I1,67.1,57.0,4.92,4.87,3.28,0
0.5,Premium,G,VS1,59.7,60.0,5.11,5.14,3.06,0
1.6,Premium,G,SI1,62.2,58.0,7.44,7.5,4.65,1
0.3,Premium,F,IF,61.6,58.0,4.3,4.34,2.66,0
1.2,Ideal,E,SI2,61.1,55.0,6.9,6.87,4.21,1
0.7,Ideal,E,SI2,61.0,55.0,5.76,5.78,3.52,0
0.32,Ideal,E,VVS2,61.5,57.0,4.41,4.4,2.71,0
1.0,Premium,F,SI1,62.2,58.0,6.39,6.35,3.96,1
0.91,Premium,E,SI1,61.9,61.0,6.12,6.1,3.78,1
0.9,Very Good,E,SI2,58.7,63.0,6.23,6.2,3.65,0
0.9,Very Good,G,SI1,63.8,53.0,6.1,6.16,3.91,1
0.72,Ideal,I,VS1,61.0,57.0,5.76,5.83,3.56,0
0.3,Ideal,E,VVS1,62.2,57.0,4.28,4.31,2.67,0
0.54,Premium,F,VS2,59.4,57.0,5.35,5.29,3.16,0
0.3,Premium,I,VVS1,62.2,58.0,4.31,4.28,2.67,0
0.55,Ideal,G,VVS2,60.5,56.0,5.36,5.37,3.24,0
0.5,Ideal,D,VS2,61.7,53.0,5.14,5.16,3.18,0
0.32,Ideal,G,VS2,62.0,57.0,4.37,4.41,2.72,0
1.04,Premium,G,SI1,62.7,59.0,6.47,6.41,4.04,1
1.03,Ideal,D,VS1,61.8,56.0,6.46,6.54,4.02,1
2.12,Premium,H,SI2,59.1,59.0,8.47,8.43,4.99,1
1.01,Ideal,F,VS2,61.7,55.0,6.42,6.46,3.98,1
1.09,Good,F,SI2,63.2,58.0,6.49,6.54,4.12,1
0.32,Ideal,E,IF,62.6,55.0,4.38,4.41,2.75,0
0.9,Ideal,E,SI1,61.7,56.0,6.16,6.23,3.82,1
0.7,Ideal,F,SI1,61.1,57.0,5.75,5.71,3.5,0
0.3,Ideal,E,VVS2,61.4,55.0,4.36,4.34,2.67,0
0.32,Ideal,H,IF,62.2,54.0,4.37,4.41,2.73,0
0.3,Premium,D,VS2,61.8,59.0,4.35,4.32,2.62,0
0.71,Ideal,F,VS1,61.1,56.0,5.75,5.78,3.52,1
0.55,Ideal,D,VVS2,61.1,57.0,5.32,5.29,3.24,0
0.31,Ideal,E,VS1,60.9,57.0,4.39,4.41,2.68,0
0.31,Ideal,H,VS2,61.8,55.0,4.38,4.35,2.7,0
0.23,Very Good,H,VVS2,62.4,55.0,3.91,3.94,2.45,0
0.72,Very Good,G,SI1,62.5,60.0,5.69,5.73,3.57,0
0.7,Premium,G,VS1,61.9,58.0,4.43,4.46,2.75,0
1.09,Premium,G,SI1,62.5,59.0,6.56,6.53,4.09,1
0.62,Ideal,I,VVS1,61.1,55.0,5.52,5.57,3.39,0
0.31,Very Good,G,VS1,62.8,58.0,4.27,4.3,2.69,0
0.55,Premium,F,VS1,61.0,59.0,5.26,5.29,3.22,0
0.9,Very Good,H,VS1,62.5,56.0,6.13,6.19,3.85,1
0.9,Premium,I,VVS2,60.9,59.0,6.25,6.22,3.8,1
0.39,Ideal,D,VVS2,60.0,56.0,4.77,4.79,2.87,0
0.31,Ideal,D,VS2,61.2,55.0,4.36,4.46,2.7,0
0.5,Very Good,F,VVS2,60.8,59.0,5.08,5.11,3.1,0
1.06,Premium,E,VS2,61.4,60.0,6.57,6.53,4.02,1
0.4,Very Good,J,VS1,63.4,58.0,4.64,4.61,2.93,0
0.3,Ideal,E,VS2,61.8,55.0,4.32,4.33,2.68,0
0.51,Ideal,D,SI1,62.4,57.0,5.11,5.15,3.2,0
1.62,Premium,F,VS2,61.1,60.0,7.56,7.57,4.62,1
0.33,Very Good,D,SI1,61.5,60.0,4.41,4.44,2.72,0
0.35,Ideal,F,IF,61.8,56.0,4.54,4.56,2.77,0
1.25,Premium,I,VS2,61.0,59.0,6.89,6.98,4.23,1
0.58,Ideal,F,VS1,60.4,57.0,5.42,5.37,3.26,0
0.7,Ideal,E,VS2,61.8,58.0,6.53,6.61,4.06,1
1.51,Premium,F,VS2,62.0,62.0,7.35,7.23,4.52,1
0.35,Premium,E,SI1,60.7,59.0,4.57,4.52,2.76,0
1.03,Premium,G,SI1,58.4,58.0,6.66,6.62,3.88,1
0.32,Ideal,D,SI1,60.9,56.0,4.43,4.4,2.69,0
1.01,Fair,F,SI1,65.9,60.0,6.25,6.17,4.09,1
0.34,Premium,G,IF,62.3,59.0,4.49,4.46,2.79,0
1.06,Ideal,H,SI2,60.1,59.0,6.65,6.63,3.99,1
2.03,Premium,I,SI2,62.8,59.0,8.08,8.04,5.06,1
0.48,Fair,G,VVS2,65.0,54.0,4.95,4.9,3.2,0
1.04,Very Good,H,SI2,62.4,58.0,6.4,6.49,4.02,1
0.71,Very Good,G,VS1,63.3,59.0,5.52,5.61,3.52,0
0.3,Ideal,I,VVS2,63.0,57.0,4.27,4.24,2.68,0
1.09,Ideal,G,SI2,61.2,57.0,6.63,6.68,4.07,1
1.06,Very Good,D,SI1,59.4,57.0,6.65,6.72,3.97,1
1.13,Ideal,E,I1,62.0,55.0,6.7,6.66,4.14,1
0.77,Very Good,G,SI1,63.2,57.0,5.86,5.76,3.67,0
0.3,Very Good,E,VVS1,62.1,57.0,4.27,4.3,2.66,0
1.11,Ideal,J,SI1,62.1,56.0,6.64,6.67,4.13,1
1.09,Ideal,D,SI1,61.9,57.0,6.57,6.61,4.08,1
0.71,Very Good,G,VS1,60.8,63.0,5.76,5.68,3.48,0
1.51,Ideal,D,SI1,61.9,56.0,7.35,7.41,4.57,1
0.31,Ideal,D,SI1,62.1,56.0,4.33,4.37,2.7,0
1.57,Premium,H,VS1,59.8,60.0,7.63,7.56,4.54,1
0.3,Good,G,VVS1,63.1,58.0,4.28,4.31,2.71,0
0.56,Ideal,I,VVS1,62.0,56.0,5.26,5.29,3.27,0
1.08,Ideal,H,SI1,60.0,58.0,6.69,6.66,4.01,1
0.7,Premium,G,VS2,61.3,58.0,5.74,5.68,3.5,0
0.79,Ideal,F,SI1,62.8,56.0,5.88,5.9,3.7,0
1.83,Ideal,H,SI1,61.5,56.0,7.87,7.81,4.82,1
2.4,Very Good,I,SI2,60.6,58.5,8.59,8.67,5.24,1
0.32,Ideal,I,VS1,62.3,56.0,4.37,4.4,2.73,0
1.21,Premium,J,VVS1,61.3,59.0,6.86,6.81,4.19,1
1.29,Very Good,H,SI2,63.8,57.0,6.8,6.87,4.36,1
0.46,Ideal,D,VS2,62.7,57.0,4.89,4.93,3.08,0
1.29,Very Good,I,VS2,62.8,58.0,6.89,6.93,4.34,1
0.85,Very Good,E,SI2,63.1,58.0,6.02,6.0,3.79,0
0.3,Premium,H,VS1,62.1,59.0,4.28,4.25,2.65,0
0.74,Ideal,I,VVS2,62.3,55.0,5.77,5.81,3.61,0
0.46,Ideal,D,VS2,61.8,56.0,4.93,4.97,3.06,0
1.13,Ideal,H,SI2,60.6,57.0,6.79,6.77,4.11,1
1.02,Very Good,G,VVS2,61.3,59.0,6.46,6.53,3.98,1
